"filename", "language", "YAML", "JavaScript", "XML", "JavaScript JSX", "Rust", "PostCSS", "Diff", "HTML", "Ignore", "JSON", "comment", "blank", "total"
"d:\github\cyclemetry-reloaded\.github\workflows\release-linux.yml", "YAML", 134, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 154
"d:\github\cyclemetry-reloaded\.github\workflows\release-macos.yml", "YAML", 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 69
"d:\github\cyclemetry-reloaded\.github\workflows\release-ms-store.yml", "YAML", 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 20, 108
"d:\github\cyclemetry-reloaded\.github\workflows\release-win.yml", "YAML", 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 72
"d:\github\cyclemetry-reloaded\.github\workflows\semantic-release.yml", "YAML", 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 52
"d:\github\cyclemetry-reloaded\app\.prettierignore", "Ignore", 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 1, 6
"d:\github\cyclemetry-reloaded\app\.prettierrc", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 1, 9
"d:\github\cyclemetry-reloaded\app\eslint.config.js", "JavaScript", 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 75
"d:\github\cyclemetry-reloaded\app\index.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 1, 20
"d:\github\cyclemetry-reloaded\app\public\logo.svg", "XML", 0, 0, 142, 0, 0, 0, 0, 0, 0, 0, 1, 2, 145
"d:\github\cyclemetry-reloaded\app\scripts\generate_parse_debug_from_raw_samples.mjs", "JavaScript", 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 45
"d:\github\cyclemetry-reloaded\app\src\App.jsx", "JavaScript JSX", 0, 0, 0, 200, 0, 0, 0, 0, 0, 0, 42, 22, 264
"d:\github\cyclemetry-reloaded\app\src\api\backend.js", "JavaScript", 0, 216, 0, 0, 0, 0, 0, 0, 0, 0, 186, 47, 449
"d:\github\cyclemetry-reloaded\app\src\components\ui\accordion.jsx", "JavaScript JSX", 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 29, 8, 73
"d:\github\cyclemetry-reloaded\app\src\components\ui\alert.jsx", "JavaScript JSX", 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 25, 8, 66
"d:\github\cyclemetry-reloaded\app\src\components\ui\badge.jsx", "JavaScript JSX", 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 12, 7, 44
"d:\github\cyclemetry-reloaded\app\src\components\ui\blur-input.jsx", "JavaScript JSX", 0, 0, 0, 113, 0, 0, 0, 0, 0, 0, 19, 19, 151
"d:\github\cyclemetry-reloaded\app\src\components\ui\button.jsx", "JavaScript JSX", 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 13, 7, 61
"d:\github\cyclemetry-reloaded\app\src\components\ui\color-picker.jsx", "JavaScript JSX", 0, 0, 0, 1253, 0, 0, 0, 0, 0, 0, 176, 177, 1606
"d:\github\cyclemetry-reloaded\app\src\components\ui\font-select-field.jsx", "JavaScript JSX", 0, 0, 0, 77, 0, 0, 0, 0, 0, 0, 16, 11, 104
"d:\github\cyclemetry-reloaded\app\src\components\ui\hex-color-picker.jsx", "JavaScript JSX", 0, 0, 0, 157, 0, 0, 0, 0, 0, 0, 18, 16, 191
"d:\github\cyclemetry-reloaded\app\src\components\ui\input.jsx", "JavaScript JSX", 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 12, 6, 38
"d:\github\cyclemetry-reloaded\app\src\components\ui\label.jsx", "JavaScript JSX", 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 10, 5, 33
"d:\github\cyclemetry-reloaded\app\src\components\ui\popover.jsx", "JavaScript JSX", 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 51, 11, 100
"d:\github\cyclemetry-reloaded\app\src\components\ui\progress.jsx", "JavaScript JSX", 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 11, 5, 35
"d:\github\cyclemetry-reloaded\app\src\components\ui\select.jsx", "JavaScript JSX", 0, 0, 0, 118, 0, 0, 0, 0, 0, 0, 76, 14, 208
"d:\github\cyclemetry-reloaded\app\src\components\ui\separator.jsx", "JavaScript JSX", 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 12, 6, 37
"d:\github\cyclemetry-reloaded\app\src\components\ui\simple-tooltip.jsx", "JavaScript JSX", 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 14, 7, 41
"d:\github\cyclemetry-reloaded\app\src\components\ui\slider.jsx", "JavaScript JSX", 0, 0, 0, 45, 0, 0, 0, 0, 0, 0, 14, 7, 66
"d:\github\cyclemetry-reloaded\app\src\components\ui\switch.jsx", "JavaScript JSX", 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 10, 5, 38
"d:\github\cyclemetry-reloaded\app\src\components\ui\tabs.jsx", "JavaScript JSX", 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 27, 8, 70
"d:\github\cyclemetry-reloaded\app\src\components\ui\visually-hidden-input.jsx", "JavaScript JSX", 0, 0, 0, 96, 0, 0, 0, 0, 0, 0, 10, 26, 132
"d:\github\cyclemetry-reloaded\app\src\components\widgets\icons\widget-cadence.svg", "XML", 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 1, 55
"d:\github\cyclemetry-reloaded\app\src\components\widgets\icons\widget-course.svg", "XML", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"d:\github\cyclemetry-reloaded\app\src\components\widgets\icons\widget-elevation.svg", "XML", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"d:\github\cyclemetry-reloaded\app\src\components\widgets\icons\widget-gradient.svg", "XML", 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"d:\github\cyclemetry-reloaded\app\src\components\widgets\icons\widget-heartrate.svg", "XML", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"d:\github\cyclemetry-reloaded\app\src\components\widgets\icons\widget-label.svg", "XML", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"d:\github\cyclemetry-reloaded\app\src\components\widgets\icons\widget-power.svg", "XML", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"d:\github\cyclemetry-reloaded\app\src\components\widgets\icons\widget-speed.svg", "XML", 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"d:\github\cyclemetry-reloaded\app\src\components\widgets\icons\widget-temperature.svg", "XML", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"d:\github\cyclemetry-reloaded\app\src\components\widgets\icons\widget-time.svg", "XML", 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"d:\github\cyclemetry-reloaded\app\src\features\app-shell\components\ActionButtons.jsx", "JavaScript JSX", 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 18, 3, 76
"d:\github\cyclemetry-reloaded\app\src\features\app-shell\components\ActivitySection.jsx", "JavaScript JSX", 0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 17, 6, 80
"d:\github\cyclemetry-reloaded\app\src\features\app-shell\components\AppHeader.jsx", "JavaScript JSX", 0, 0, 0, 73, 0, 0, 0, 0, 0, 0, 16, 7, 96
"d:\github\cyclemetry-reloaded\app\src\features\app-shell\components\ControlPanel.jsx", "JavaScript JSX", 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 11, 5, 48
"d:\github\cyclemetry-reloaded\app\src\features\app-shell\components\EditorToolbar.jsx", "JavaScript JSX", 0, 0, 0, 126, 0, 0, 0, 0, 0, 0, 22, 5, 153
"d:\github\cyclemetry-reloaded\app\src\features\app-shell\components\ErrorAlert.jsx", "JavaScript JSX", 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 7, 6, 43
"d:\github\cyclemetry-reloaded\app\src\features\app-shell\components\LoadingOverlay.jsx", "JavaScript JSX", 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 18, 4, 47
"d:\github\cyclemetry-reloaded\app\src\features\app-shell\components\TemplateSection.jsx", "JavaScript JSX", 0, 0, 0, 81, 0, 0, 0, 0, 0, 0, 19, 5, 105
"d:\github\cyclemetry-reloaded\app\src\features\app-shell\components\TitleBar.jsx", "JavaScript JSX", 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 3, 2, 16
"d:\github\cyclemetry-reloaded\app\src\features\app-shell\components\WindowControls.jsx", "JavaScript JSX", 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 5, 6, 67
"d:\github\cyclemetry-reloaded\app\src\features\app-shell\hooks\useActivityImport.js", "JavaScript", 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 3, 9, 48
"d:\github\cyclemetry-reloaded\app\src\features\app-shell\hooks\useAppBootstrap.js", "JavaScript", 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 16, 7, 52
"d:\github\cyclemetry-reloaded\app\src\features\app-shell\hooks\useBackendStatus.js", "JavaScript", 0, 70, 0, 0, 0, 0, 0, 0, 0, 0, 8, 16, 94
"d:\github\cyclemetry-reloaded\app\src\features\app-shell\hooks\useEditorShellState.js", "JavaScript", 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 62, 11, 124
"d:\github\cyclemetry-reloaded\app\src\features\app-shell\index.js", "JavaScript", 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 4, 2, 16
"d:\github\cyclemetry-reloaded\app\src\features\app-shell\utils\backendDebug.js", "JavaScript", 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 18, 13, 68
"d:\github\cyclemetry-reloaded\app\src\features\app-shell\utils\templateGroups.js", "JavaScript", 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 16, 8, 71
"d:\github\cyclemetry-reloaded\app\src\features\overlay-editor\components\OverlayCanvas.jsx", "JavaScript JSX", 0, 0, 0, 284, 0, 0, 0, 0, 0, 0, 19, 25, 328
"d:\github\cyclemetry-reloaded\app\src\features\overlay-editor\components\OverlayEditor.jsx", "JavaScript JSX", 0, 0, 0, 397, 0, 0, 0, 0, 0, 0, 16, 33, 446
"d:\github\cyclemetry-reloaded\app\src\features\overlay-editor\components\OverlayMoveable.jsx", "JavaScript JSX", 0, 0, 0, 94, 0, 0, 0, 0, 0, 0, 24, 11, 129
"d:\github\cyclemetry-reloaded\app\src\features\overlay-editor\data\overlayEditorConfig.js", "JavaScript", 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 16, 5, 36
"d:\github\cyclemetry-reloaded\app\src\features\overlay-editor\data\overlayEditorConstants.js", "JavaScript", 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 12, 8, 48
"d:\github\cyclemetry-reloaded\app\src\features\overlay-editor\hooks\useDragHandlers.js", "JavaScript", 0, 145, 0, 0, 0, 0, 0, 0, 0, 0, 26, 26, 197
"d:\github\cyclemetry-reloaded\app\src\features\overlay-editor\hooks\useEditorKeyboard.js", "JavaScript", 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 14, 14, 85
"d:\github\cyclemetry-reloaded\app\src\features\overlay-editor\hooks\useEditorViewport.js", "JavaScript", 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 9, 8, 40
"d:\github\cyclemetry-reloaded\app\src\features\overlay-editor\hooks\useOverlayEditorState.js", "JavaScript", 0, 143, 0, 0, 0, 0, 0, 0, 0, 0, 15, 14, 172
"d:\github\cyclemetry-reloaded\app\src\features\overlay-editor\hooks\useResizeHandlers.js", "JavaScript", 0, 78, 0, 0, 0, 0, 0, 0, 0, 0, 17, 10, 105
"d:\github\cyclemetry-reloaded\app\src\features\overlay-editor\hooks\useRotateHandlers.js", "JavaScript", 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 17, 8, 81
"d:\github\cyclemetry-reloaded\app\src\features\overlay-editor\hooks\useScaleHandlers.js", "JavaScript", 0, 121, 0, 0, 0, 0, 0, 0, 0, 0, 19, 17, 157
"d:\github\cyclemetry-reloaded\app\src\features\overlay-editor\hooks\useWidgetDraftState.js", "JavaScript", 0, 74, 0, 0, 0, 0, 0, 0, 0, 0, 7, 15, 96
"d:\github\cyclemetry-reloaded\app\src\features\overlay-editor\hooks\useWidgetSelection.js", "JavaScript", 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 13, 12, 90
"d:\github\cyclemetry-reloaded\app\src\features\overlay-editor\index.js", "JavaScript", 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 33
"d:\github\cyclemetry-reloaded\app\src\features\overlay-editor\utils\createOverlayPointerHandlers.js", "JavaScript", 0, 200, 0, 0, 0, 0, 0, 0, 0, 0, 58, 41, 299
"d:\github\cyclemetry-reloaded\app\src\features\overlay-editor\utils\exportRange.js", "JavaScript", 0, 196, 0, 0, 0, 0, 0, 0, 0, 0, 71, 44, 311
"d:\github\cyclemetry-reloaded\app\src\features\overlay-editor\utils\overlayEditorHelpers.js", "JavaScript", 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 61, 12, 121
"d:\github\cyclemetry-reloaded\app\src\features\overlay-editor\utils\overlayEditorUtils.js", "JavaScript", 0, 200, 0, 0, 0, 0, 0, 0, 0, 0, 78, 56, 334
"d:\github\cyclemetry-reloaded\app\src\features\overlay-editor\utils\widgetDomHelpers.js", "JavaScript", 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 50, 20, 150
"d:\github\cyclemetry-reloaded\app\src\features\overlay-editor\utils\widgetRenderGeometry.js", "JavaScript", 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 80
"d:\github\cyclemetry-reloaded\app\src\features\overlay-editor\utils\widgetResizeScaling.js", "JavaScript", 0, 130, 0, 0, 0, 0, 0, 0, 0, 0, 53, 32, 215
"d:\github\cyclemetry-reloaded\app\src\features\player\components\OverlayPlayer.jsx", "JavaScript JSX", 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 8, 5, 28
"d:\github\cyclemetry-reloaded\app\src\features\player\components\PlayerToolbar.jsx", "JavaScript JSX", 0, 0, 0, 107, 0, 0, 0, 0, 0, 0, 5, 4, 116
"d:\github\cyclemetry-reloaded\app\src\features\player\components\TimelineLane.jsx", "JavaScript JSX", 0, 0, 0, 53, 0, 0, 0, 0, 0, 0, 5, 2, 60
"d:\github\cyclemetry-reloaded\app\src\features\player\components\TimelineSurface.jsx", "JavaScript JSX", 0, 0, 0, 68, 0, 0, 0, 0, 0, 0, 5, 5, 78
"d:\github\cyclemetry-reloaded\app\src\features\player\hooks\useExportRangeTimeline.js", "JavaScript", 0, 106, 0, 0, 0, 0, 0, 0, 0, 0, 21, 21, 148
"d:\github\cyclemetry-reloaded\app\src\features\player\hooks\useOverlayPlayer.js", "JavaScript", 0, 221, 0, 0, 0, 0, 0, 0, 0, 0, 21, 23, 265
"d:\github\cyclemetry-reloaded\app\src\features\player\hooks\usePlaybackEngine.js", "JavaScript", 0, 231, 0, 0, 0, 0, 0, 0, 0, 0, 40, 23, 294
"d:\github\cyclemetry-reloaded\app\src\features\player\hooks\useTimelineClips.js", "JavaScript", 0, 136, 0, 0, 0, 0, 0, 0, 0, 0, 28, 14, 178
"d:\github\cyclemetry-reloaded\app\src\features\player\hooks\useTimelineGestures.js", "JavaScript", 0, 182, 0, 0, 0, 0, 0, 0, 0, 0, 26, 18, 226
"d:\github\cyclemetry-reloaded\app\src\features\player\hooks\useTimelineViewport.js", "JavaScript", 0, 197, 0, 0, 0, 0, 0, 0, 0, 0, 33, 30, 260
"d:\github\cyclemetry-reloaded\app\src\features\player\index.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 6
"d:\github\cyclemetry-reloaded\app\src\features\player\utils\playerTiming.js", "JavaScript", 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 34, 14, 101
"d:\github\cyclemetry-reloaded\app\src\features\player\utils\timelineGeometry.js", "JavaScript", 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 40, 14, 107
"d:\github\cyclemetry-reloaded\app\src\features\player\utils\timelineViewport.js", "JavaScript", 0, 167, 0, 0, 0, 0, 0, 0, 0, 0, 66, 36, 269
"d:\github\cyclemetry-reloaded\app\src\features\render-video\components\ExportRangeSettings.jsx", "JavaScript JSX", 0, 0, 0, 90, 0, 0, 0, 0, 0, 0, 13, 9, 112
"d:\github\cyclemetry-reloaded\app\src\features\render-video\components\RenderProgressPanel.jsx", "JavaScript JSX", 0, 0, 0, 99, 0, 0, 0, 0, 0, 0, 16, 14, 129
"d:\github\cyclemetry-reloaded\app\src\features\render-video\components\RenderVideoDialog.jsx", "JavaScript JSX", 0, 0, 0, 287, 0, 0, 0, 0, 0, 0, 15, 19, 321
"d:\github\cyclemetry-reloaded\app\src\features\render-video\data\bitrateDefaults.js", "JavaScript", 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 15, 5, 63
"d:\github\cyclemetry-reloaded\app\src\features\render-video\data\renderConstants.js", "JavaScript", 0, 84, 0, 0, 0, 0, 0, 0, 0, 0, 8, 6, 98
"d:\github\cyclemetry-reloaded\app\src\features\render-video\hooks\useRenderDialogState.js", "JavaScript", 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 17, 11, 70
"d:\github\cyclemetry-reloaded\app\src\features\render-video\hooks\useRenderVideoDerivedState.js", "JavaScript", 0, 82, 0, 0, 0, 0, 0, 0, 0, 0, 9, 6, 97
"d:\github\cyclemetry-reloaded\app\src\features\render-video\hooks\useRenderVideoDialogState.js", "JavaScript", 0, 218, 0, 0, 0, 0, 0, 0, 0, 0, 16, 32, 266
"d:\github\cyclemetry-reloaded\app\src\features\render-video\hooks\useRenderWorkflow.js", "JavaScript", 0, 308, 0, 0, 0, 0, 0, 0, 0, 0, 15, 30, 353
"d:\github\cyclemetry-reloaded\app\src\features\render-video\index.js", "JavaScript", 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 4, 2, 10
"d:\github\cyclemetry-reloaded\app\src\features\render-video\utils\codecUtils.js", "JavaScript", 0, 135, 0, 0, 0, 0, 0, 0, 0, 0, 89, 34, 258
"d:\github\cyclemetry-reloaded\app\src\features\render-video\utils\render-execution.js", "JavaScript", 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 38, 9, 115
"d:\github\cyclemetry-reloaded\app\src\features\render-video\utils\render-video.js", "JavaScript", 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 13, 14, 127
"d:\github\cyclemetry-reloaded\app\src\features\render-video\utils\renderConfig.js", "JavaScript", 0, 114, 0, 0, 0, 0, 0, 0, 0, 0, 62, 23, 199
"d:\github\cyclemetry-reloaded\app\src\features\scene-settings\components\GlobalSettingsSection.jsx", "JavaScript JSX", 0, 0, 0, 157, 0, 0, 0, 0, 0, 0, 13, 7, 177
"d:\github\cyclemetry-reloaded\app\src\features\scene-settings\components\OverlaySettingsSection.jsx", "JavaScript JSX", 0, 0, 0, 150, 0, 0, 0, 0, 0, 0, 25, 9, 184
"d:\github\cyclemetry-reloaded\app\src\features\scene-settings\components\SidebarSettingsTab.jsx", "JavaScript JSX", 0, 0, 0, 61, 0, 0, 0, 0, 0, 0, 13, 6, 80
"d:\github\cyclemetry-reloaded\app\src\features\scene-settings\components\VideoSyncSection.jsx", "JavaScript JSX", 0, 0, 0, 121, 0, 0, 0, 0, 0, 0, 31, 5, 157
"d:\github\cyclemetry-reloaded\app\src\features\scene-settings\data\sceneSettingsConstants.js", "JavaScript", 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 36
"d:\github\cyclemetry-reloaded\app\src\features\scene-settings\hooks\useAvailableFonts.js", "JavaScript", 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 3, 9, 47
"d:\github\cyclemetry-reloaded\app\src\features\scene-settings\hooks\useSceneSettingsState.js", "JavaScript", 0, 195, 0, 0, 0, 0, 0, 0, 0, 0, 16, 23, 234
"d:\github\cyclemetry-reloaded\app\src\features\scene-settings\index.js", "JavaScript", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 5, 2, 12
"d:\github\cyclemetry-reloaded\app\src\features\scene-settings\utils\sceneSettingsUtils.js", "JavaScript", 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 9, 7, 44
"d:\github\cyclemetry-reloaded\app\src\features\template-manager\components\NewTemplateConfirmDialog.jsx", "JavaScript JSX", 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 12, 5, 55
"d:\github\cyclemetry-reloaded\app\src\features\template-manager\hooks\useCommunityTemplate.js", "JavaScript", 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 19, 11, 61
"d:\github\cyclemetry-reloaded\app\src\features\template-manager\hooks\useTemplateFetching.js", "JavaScript", 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 17, 3, 34
"d:\github\cyclemetry-reloaded\app\src\features\template-manager\hooks\useTemplateManagement.js", "JavaScript", 0, 246, 0, 0, 0, 0, 0, 0, 0, 0, 22, 35, 303
"d:\github\cyclemetry-reloaded\app\src\features\template-manager\hooks\useTemplateSaveStatus.js", "JavaScript", 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 19, 8, 58
"d:\github\cyclemetry-reloaded\app\src\features\template-manager\index.js", "JavaScript", 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 4, 2, 10
"d:\github\cyclemetry-reloaded\app\src\features\template-manager\utils\templateFileUtils.js", "JavaScript", 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 16, 5, 28
"d:\github\cyclemetry-reloaded\app\src\features\template-manager\utils\templateSnapshot.js", "JavaScript", 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 54, 15, 133
"d:\github\cyclemetry-reloaded\app\src\features\video-preview\data\videoPreviewConstants.js", "JavaScript", 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 15, 9, 32
"d:\github\cyclemetry-reloaded\app\src\features\video-preview\hooks\useVideoImport.js", "JavaScript", 0, 98, 0, 0, 0, 0, 0, 0, 0, 0, 3, 15, 116
"d:\github\cyclemetry-reloaded\app\src\features\video-preview\hooks\useVideoPlaybackClock.js", "JavaScript", 0, 137, 0, 0, 0, 0, 0, 0, 0, 0, 45, 36, 218
"d:\github\cyclemetry-reloaded\app\src\features\video-preview\hooks\useVideoPreview.js", "JavaScript", 0, 106, 0, 0, 0, 0, 0, 0, 0, 0, 17, 22, 145
"d:\github\cyclemetry-reloaded\app\src\features\video-preview\hooks\useVideoPreviewWarnings.js", "JavaScript", 0, 90, 0, 0, 0, 0, 0, 0, 0, 0, 12, 23, 125
"d:\github\cyclemetry-reloaded\app\src\features\video-preview\index.js", "JavaScript", 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 4, 2, 9
"d:\github\cyclemetry-reloaded\app\src\features\video-preview\utils\videoPreviewPlayback.js", "JavaScript", 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 44, 18, 120
"d:\github\cyclemetry-reloaded\app\src\features\video-preview\utils\videoPreviewScrubScheduler.js", "JavaScript", 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 13, 11, 63
"d:\github\cyclemetry-reloaded\app\src\features\video-preview\utils\videoPreviewSource.js", "JavaScript", 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 23, 12, 77
"d:\github\cyclemetry-reloaded\app\src\features\widget-drawer\components\DisplayTypePopover.jsx", "JavaScript JSX", 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 11, 3, 42
"d:\github\cyclemetry-reloaded\app\src\features\widget-drawer\components\WidgetButtonGrid.jsx", "JavaScript JSX", 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 10, 7, 54
"d:\github\cyclemetry-reloaded\app\src\features\widget-drawer\components\WidgetDrawer.jsx", "JavaScript JSX", 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 7, 8, 65
"d:\github\cyclemetry-reloaded\app\src\features\widget-drawer\index.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 6
"d:\github\cyclemetry-reloaded\app\src\features\widget-editor\components\BackdropWidgetEditor.jsx", "JavaScript JSX", 0, 0, 0, 210, 0, 0, 0, 0, 0, 0, 0, 14, 224
"d:\github\cyclemetry-reloaded\app\src\features\widget-editor\components\ElevationWidgetEditor.jsx", "JavaScript JSX", 0, 0, 0, 305, 0, 0, 0, 0, 0, 0, 13, 9, 327
"d:\github\cyclemetry-reloaded\app\src\features\widget-editor\components\GradientWidgetEditor.jsx", "JavaScript JSX", 0, 0, 0, 80, 0, 0, 0, 0, 0, 0, 11, 6, 97
"d:\github\cyclemetry-reloaded\app\src\features\widget-editor\components\RouteMapWidgetEditor.jsx", "JavaScript JSX", 0, 0, 0, 181, 0, 0, 0, 0, 0, 0, 12, 7, 200
"d:\github\cyclemetry-reloaded\app\src\features\widget-editor\components\SidebarWidgetsTab.jsx", "JavaScript JSX", 0, 0, 0, 115, 0, 0, 0, 0, 0, 0, 26, 9, 150
"d:\github\cyclemetry-reloaded\app\src\features\widget-editor\components\TextWidgetEditor.jsx", "JavaScript JSX", 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 11, 3, 22
"d:\github\cyclemetry-reloaded\app\src\features\widget-editor\components\TimeWidgetEditor.jsx", "JavaScript JSX", 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 12, 3, 24
"d:\github\cyclemetry-reloaded\app\src\features\widget-editor\components\metricWidget\ArcDisplaySection.jsx", "JavaScript JSX", 0, 0, 0, 215, 0, 0, 0, 0, 0, 0, 6, 9, 230
"d:\github\cyclemetry-reloaded\app\src\features\widget-editor\components\metricWidget\HeadingTapeDisplaySection.jsx", "JavaScript JSX", 0, 0, 0, 197, 0, 0, 0, 0, 0, 0, 7, 9, 213
"d:\github\cyclemetry-reloaded\app\src\features\widget-editor\components\metricWidget\LinearDisplaySection.jsx", "JavaScript JSX", 0, 0, 0, 200, 0, 0, 0, 0, 0, 0, 8, 11, 219
"d:\github\cyclemetry-reloaded\app\src\features\widget-editor\components\metricWidget\MetricWidgetEditor.jsx", "JavaScript JSX", 0, 0, 0, 42, 0, 0, 0, 0, 0, 0, 21, 8, 71
"d:\github\cyclemetry-reloaded\app\src\features\widget-editor\components\metricWidget\TextDisplaySection.jsx", "JavaScript JSX", 0, 0, 0, 80, 0, 0, 0, 0, 0, 0, 8, 7, 95
"d:\github\cyclemetry-reloaded\app\src\features\widget-editor\components\widgetEditorSections.jsx", "JavaScript JSX", 0, 0, 0, 198, 0, 0, 0, 0, 0, 0, 76, 16, 290
"d:\github\cyclemetry-reloaded\app\src\features\widget-editor\components\widgetFormControls.jsx", "JavaScript JSX", 0, 0, 0, 127, 0, 0, 0, 0, 0, 0, 79, 14, 220
"d:\github\cyclemetry-reloaded\app\src\features\widget-editor\hooks\useDisplayVariantUpdater.js", "JavaScript", 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 11, 6, 36
"d:\github\cyclemetry-reloaded\app\src\features\widget-editor\hooks\useWidgetManager.js", "JavaScript", 0, 102, 0, 0, 0, 0, 0, 0, 0, 0, 27, 18, 147
"d:\github\cyclemetry-reloaded\app\src\features\widget-editor\index.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 4, 2, 7
"d:\github\cyclemetry-reloaded\app\src\features\widget-editor\utils\widgetUtils.js", "JavaScript", 0, 154, 0, 0, 0, 0, 0, 0, 0, 0, 62, 22, 238
