"filename", "language", "JavaScript", "Rust", "YAML", "JavaScript JSX", "JSON", "Ignore", "PostCSS", "Diff", "XML", "HTML", "comment", "blank", "total"
"h:\tools\cyclemetry\app\src\features\widget-editor\components\metricWidget\TextDisplaySection.jsx", "JavaScript JSX", 0, 0, 0, 80, 0, 0, 0, 0, 0, 0, 8, 7, 95
"h:\tools\cyclemetry\app\src\features\widget-editor\components\widgetEditorSections.jsx", "JavaScript JSX", 0, 0, 0, 198, 0, 0, 0, 0, 0, 0, 76, 16, 290
"h:\tools\cyclemetry\app\src\features\widget-editor\components\widgetFormControls.jsx", "JavaScript JSX", 0, 0, 0, 127, 0, 0, 0, 0, 0, 0, 80, 14, 221
"h:\tools\cyclemetry\app\src\features\widget-editor\hooks\useDisplayVariantUpdater.js", "JavaScript", 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 6, 36
"h:\tools\cyclemetry\app\src\features\widget-editor\hooks\useWidgetManager.js", "JavaScript", 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 18, 147
"h:\tools\cyclemetry\app\src\features\widget-editor\index.js", "JavaScript", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 2, 7
"h:\tools\cyclemetry\app\src\features\widget-editor\utils\widgetUtils.js", "JavaScript", 158, 0, 0, 0, 0, 0, 0, 0, 0, 0, 62, 22, 242
"h:\tools\cyclemetry\app\src\features\widget-preview\WidgetPreview.jsx", "JavaScript JSX", 0, 0, 0, 113, 0, 0, 0, 0, 0, 0, 39, 11, 163
"h:\tools\cyclemetry\app\src\features\widget-preview\index.js", "JavaScript", 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 2, 11
"h:\tools\cyclemetry\app\src\features\widget-preview\shared\PreviewSvgComponents.jsx", "JavaScript JSX", 0, 0, 0, 169, 0, 0, 0, 0, 0, 0, 95, 19, 283
"h:\tools\cyclemetry\app\src\features\widget-preview\shared\gaugeBarGeometry.js", "JavaScript", 128, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 23, 152
"h:\tools\cyclemetry\app\src\features\widget-preview\shared\plotGeometry.js", "JavaScript", 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 10, 68
"h:\tools\cyclemetry\app\src\features\widget-preview\shared\shadow.js", "JavaScript", 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 3, 24
"h:\tools\cyclemetry\app\src\features\widget-preview\shared\svgPreviewUtils.js", "JavaScript", 132, 0, 0, 0, 0, 0, 0, 0, 0, 0, 79, 34, 245
"h:\tools\cyclemetry\app\src\features\widget-preview\shared\textMeasurement.js", "JavaScript", 217, 0, 0, 0, 0, 0, 0, 0, 0, 0, 83, 33, 333
"h:\tools\cyclemetry\app\src\features\widget-preview\shared\trackPathGeometry.js", "JavaScript", 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 13, 90
"h:\tools\cyclemetry\app\src\features\widget-preview\shared\useFontMetrics.js", "JavaScript", 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 9, 45
"h:\tools\cyclemetry\app\src\features\widget-preview\widgets\arc-gauge\ArcGaugePreview.jsx", "JavaScript JSX", 0, 0, 0, 245, 0, 0, 0, 0, 0, 0, 11, 11, 267
"h:\tools\cyclemetry\app\src\features\widget-preview\widgets\arc-gauge\arcGaugeInnerLayout.js", "JavaScript", 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 4, 50
"h:\tools\cyclemetry\app\src\features\widget-preview\widgets\arc-gauge\geometry.js", "JavaScript", 77, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 14, 113
"h:\tools\cyclemetry\app\src\features\widget-preview\widgets\arc-gauge\trackPath.js", "JavaScript", 245, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 26, 303
"h:\tools\cyclemetry\app\src\features\widget-preview\widgets\arc-gauge\useArcGaugePreview.js", "JavaScript", 87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 8, 103
"h:\tools\cyclemetry\app\src\features\widget-preview\widgets\backdrop\BackdropPreview.jsx", "JavaScript JSX", 0, 0, 0, 74, 0, 0, 0, 0, 0, 0, 8, 6, 88
"h:\tools\cyclemetry\app\src\features\widget-preview\widgets\backdrop\model.js", "JavaScript", 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 67
"h:\tools\cyclemetry\app\src\features\widget-preview\widgets\elevation\ElevationPreview.jsx", "JavaScript JSX", 0, 0, 0, 86, 0, 0, 0, 0, 0, 0, 17, 5, 108
"h:\tools\cyclemetry\app\src\features\widget-preview\widgets\elevation\style.js", "JavaScript", 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 2, 26
"h:\tools\cyclemetry\app\src\features\widget-preview\widgets\elevation\useElevationPreview.js", "JavaScript", 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 53
"h:\tools\cyclemetry\app\src\features\widget-preview\widgets\elevation\useElevationPreviewGeometry.js", "JavaScript", 93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 17, 136
"h:\tools\cyclemetry\app\src\features\widget-preview\widgets\heading\HeadingPreview.jsx", "JavaScript JSX", 0, 0, 0, 150, 0, 0, 0, 0, 0, 0, 17, 17, 184
"h:\tools\cyclemetry\app\src\features\widget-preview\widgets\heading\geometry.js", "JavaScript", 157, 0, 0, 0, 0, 0, 0, 0, 0, 0, 62, 28, 247
"h:\tools\cyclemetry\app\src\features\widget-preview\widgets\heading\useHeadingPreview.js", "JavaScript", 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 6, 79
"h:\tools\cyclemetry\app\src\features\widget-preview\widgets\linear-gauge\LinearGaugePreview.jsx", "JavaScript JSX", 0, 0, 0, 182, 0, 0, 0, 0, 0, 0, 9, 7, 198
"h:\tools\cyclemetry\app\src\features\widget-preview\widgets\linear-gauge\geometry.js", "JavaScript", 130, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 24, 209
"h:\tools\cyclemetry\app\src\features\widget-preview\widgets\linear-gauge\useLinearGaugePreview.js", "JavaScript", 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 73
"h:\tools\cyclemetry\app\src\features\widget-preview\widgets\metric\MetricPreview.jsx", "JavaScript JSX", 0, 0, 0, 136, 0, 0, 0, 0, 0, 0, 21, 6, 163
"h:\tools\cyclemetry\app\src\features\widget-preview\widgets\metric\format.js", "JavaScript", 369, 0, 0, 0, 0, 0, 0, 0, 0, 0, 85, 65, 519
"h:\tools\cyclemetry\app\src\features\widget-preview\widgets\metric\model.js", "JavaScript", 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 17, 154
"h:\tools\cyclemetry\app\src\features\widget-preview\widgets\metric\useMetricPreview.js", "JavaScript", 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 12, 130
"h:\tools\cyclemetry\app\src\features\widget-preview\widgets\route\RoutePreview.jsx", "JavaScript JSX", 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 16, 6, 76
"h:\tools\cyclemetry\app\src\features\widget-preview\widgets\route\style.js", "JavaScript", 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 2, 28
"h:\tools\cyclemetry\app\src\features\widget-preview\widgets\route\useRoutePreview.js", "JavaScript", 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 4, 27
"h:\tools\cyclemetry\app\src\features\widget-preview\widgets\route\useRoutePreviewGeometry.js", "JavaScript", 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 12, 100
"h:\tools\cyclemetry\app\src\features\widget-preview\widgets\text\TextPreview.jsx", "JavaScript JSX", 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 13, 4, 55
"h:\tools\cyclemetry\app\src\features\widget-preview\widgets\text\model.js", "JavaScript", 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 5, 54
"h:\tools\cyclemetry\app\src\hooks\useAppStoreSelectors.js", "JavaScript", 86, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 93
"h:\tools\cyclemetry\app\src\hooks\useFpsMode.js", "JavaScript", 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 32
"h:\tools\cyclemetry\app\src\index.css", "PostCSS", 0, 0, 0, 0, 0, 0, 115, 0, 0, 0, 10, 11, 136
"h:\tools\cyclemetry\app\src\lib\activity\fit-parser.js", "JavaScript", 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 10, 106
"h:\tools\cyclemetry\app\src\lib\activity\gpx-parser.js", "JavaScript", 106, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 15, 124
"h:\tools\cyclemetry\app\src\lib\activity\igc-parser.js", "JavaScript", 119, 0, 0, 0, 0, 0, 0, 0, 0, 0, 96, 29, 244
"h:\tools\cyclemetry\app\src\lib\activity\import-activity.js", "JavaScript", 78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 14, 123
"h:\tools\cyclemetry\app\src\lib\activity\raw-sample-utils.js", "JavaScript", 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 5, 25
"h:\tools\cyclemetry\app\src\lib\activity\srt-parser.js", "JavaScript", 223, 0, 0, 0, 0, 0, 0, 0, 0, 0, 116, 32, 371
"h:\tools\cyclemetry\app\src\lib\cached-promise.js", "JavaScript", 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 5, 35
"h:\tools\cyclemetry\app\src\lib\color-utils.js", "JavaScript", 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 11, 70
"h:\tools\cyclemetry\app\src\lib\compose-refs.js", "JavaScript", 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 16, 96
"h:\tools\cyclemetry\app\src\lib\dev-config.js", "JavaScript", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 6
"h:\tools\cyclemetry\app\src\lib\file-dialog.js", "JavaScript", 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8, 51
"h:\tools\cyclemetry\app\src\lib\fonts.js", "JavaScript", 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 17, 112
"h:\tools\cyclemetry\app\src\lib\geometryUtils.js", "JavaScript", 103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 31, 192
"h:\tools\cyclemetry\app\src\lib\interpolation.js", "JavaScript", 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 14, 92
"h:\tools\cyclemetry\app\src\lib\preferences-store.js", "JavaScript", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 26
"h:\tools\cyclemetry\app\src\lib\preview-timing.js", "JavaScript", 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 8, 78
"h:\tools\cyclemetry\app\src\lib\previewPerf.js", "JavaScript", 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 17, 79
"h:\tools\cyclemetry\app\src\lib\template\template-constants.js", "JavaScript", 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 18, 94
"h:\tools\cyclemetry\app\src\lib\template\template-normalization.js", "JavaScript", 173, 0, 0, 0, 0, 0, 0, 0, 0, 0, 73, 23, 269
"h:\tools\cyclemetry\app\src\lib\template\template-state.js", "JavaScript", 131, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 12, 165
"h:\tools\cyclemetry\app\src\lib\theme.js", "JavaScript", 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 5, 29
"h:\tools\cyclemetry\app\src\lib\update-rate.js", "JavaScript", 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 11, 85
"h:\tools\cyclemetry\app\src\lib\utils.js", "JavaScript", 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 5, 38
"h:\tools\cyclemetry\app\src\lib\widget\display-type-behavior.js", "JavaScript", 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 6, 63
"h:\tools\cyclemetry\app\src\lib\widget\standard-metrics.js", "JavaScript", 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 105, 20, 195
"h:\tools\cyclemetry\app\src\lib\widget\standard-widgets.js", "JavaScript", 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 64, 32, 156
"h:\tools\cyclemetry\app\src\lib\widget\widget-config.js", "JavaScript", 260, 0, 0, 0, 0, 0, 0, 0, 0, 0, 98, 62, 420
"h:\tools\cyclemetry\app\src\lib\widget\widget-icon-data.js", "JavaScript", 105, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 111
"h:\tools\cyclemetry\app\src\lib\widget\widget-icons.jsx", "JavaScript JSX", 0, 0, 0, 132, 0, 0, 0, 0, 0, 0, 3, 22, 157
"h:\tools\cyclemetry\app\src\lib\widget\widget-presentation.js", "JavaScript", 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 9, 83
"h:\tools\cyclemetry\app\src\lib\widget\widget-resolver.js", "JavaScript", 171, 0, 0, 0, 0, 0, 0, 0, 0, 0, 92, 42, 305
"h:\tools\cyclemetry\app\src\main.jsx", "JavaScript JSX", 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 3, 3, 15
"h:\tools\cyclemetry\app\src\store\slices\createEditorSlice.js", "JavaScript", 173, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 40, 245
"h:\tools\cyclemetry\app\src\store\slices\createLayoutSlice.js", "JavaScript", 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 4, 33
"h:\tools\cyclemetry\app\src\store\slices\createMediaSlice.js", "JavaScript", 215, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 35, 259
"h:\tools\cyclemetry\app\src\store\slices\createTemplateSlice.js", "JavaScript", 186, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 30, 231
"h:\tools\cyclemetry\app\src\store\slices\createVideoImportSlice.js", "JavaScript", 189, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 28, 218
"h:\tools\cyclemetry\app\src\store\store-utils.js", "JavaScript", 94, 0, 0, 0, 0, 0, 0, 0, 0, 0, 75, 23, 192
"h:\tools\cyclemetry\app\src\store\useStore.js", "JavaScript", 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 8, 46
"h:\tools\cyclemetry\app\src\styles\fonts.css", "PostCSS", 0, 0, 0, 0, 0, 0, 63, 0, 0, 0, 1, 9, 73
"h:\tools\cyclemetry\app\src\styles\moveable.css", "PostCSS", 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 3, 5, 32
"h:\tools\cyclemetry\app\src\styles\theme.css", "PostCSS", 0, 0, 0, 0, 0, 0, 57, 0, 0, 0, 1, 1, 59
"h:\tools\cyclemetry\app\src\styles\utilities.css", "PostCSS", 0, 0, 0, 0, 0, 0, 62, 0, 0, 0, 5, 10, 77
"h:\tools\cyclemetry\app\src\test-setup.js", "JavaScript", 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 21
"h:\tools\cyclemetry\app\src\tests\components\ui\BlurInput.test.jsx", "JavaScript JSX", 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 7, 11, 41
"h:\tools\cyclemetry\app\src\tests\features\app-shell\AppHeader-integration.test.jsx", "JavaScript JSX", 0, 0, 0, 77, 0, 0, 0, 0, 0, 0, 6, 13, 96
"h:\tools\cyclemetry\app\src\tests\features\app-shell\TitleBar-boundary.test.jsx", "JavaScript JSX", 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 5, 27
"h:\tools\cyclemetry\app\src\tests\features\app-shell\useActivityImport.test.jsx", "JavaScript JSX", 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 16, 76
"h:\tools\cyclemetry\app\src\tests\features\app-shell\useEditorShellState-boundary.test.jsx", "JavaScript JSX", 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 5, 23
"h:\tools\cyclemetry\app\src\tests\features\app-shell\useEditorShellState.test.jsx", "JavaScript JSX", 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 10, 9, 50
"h:\tools\cyclemetry\app\src\tests\features\overlay-editor\OverlayCanvas-background.test.jsx", "JavaScript JSX", 0, 0, 0, 86, 0, 0, 0, 0, 0, 0, 5, 19, 110
"h:\tools\cyclemetry\app\src\tests\features\overlay-editor\OverlayEditor.selection.test.jsx", "JavaScript JSX", 0, 0, 0, 498, 0, 0, 0, 0, 0, 0, 6, 87, 591
"h:\tools\cyclemetry\app\src\tests\features\overlay-editor\overlayEditorUtils.test.js", "JavaScript", 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 15, 101
"h:\tools\cyclemetry\app\src\tests\features\overlay-editor\useOverlayEditorState-boundary.test.jsx", "JavaScript JSX", 0, 0, 0, 65, 0, 0, 0, 0, 0, 0, 8, 17, 90
"h:\tools\cyclemetry\app\src\tests\features\overlay-editor\widgetResizeScaling.test.js", "JavaScript", 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 72
"h:\tools\cyclemetry\app\src\tests\features\player\OverlayPlayer.test.jsx", "JavaScript JSX", 0, 0, 0, 80, 0, 0, 0, 0, 0, 0, 0, 17, 97
"h:\tools\cyclemetry\app\src\tests\features\player\TimelineLane.test.jsx", "JavaScript JSX", 0, 0, 0, 82, 0, 0, 0, 0, 0, 0, 0, 13, 95
"h:\tools\cyclemetry\app\src\tests\features\player\playerTiming.test.js", "JavaScript", 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 67
"h:\tools\cyclemetry\app\src\tests\features\player\timelineGeometry.test.js", "JavaScript", 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 60
"h:\tools\cyclemetry\app\src\tests\features\player\timelineViewport.test.js", "JavaScript", 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 77
"h:\tools\cyclemetry\app\src\tests\features\player\useExportRangeTimeline.test.jsx", "JavaScript JSX", 0, 0, 0, 63, 0, 0, 0, 0, 0, 0, 0, 23, 86
"h:\tools\cyclemetry\app\src\tests\features\player\useOverlayPlayer.test.jsx", "JavaScript JSX", 0, 0, 0, 78, 0, 0, 0, 0, 0, 0, 0, 17, 95
"h:\tools\cyclemetry\app\src\tests\features\player\usePlaybackEngine.test.jsx", "JavaScript JSX", 0, 0, 0, 152, 0, 0, 0, 0, 0, 0, 0, 33, 185
"h:\tools\cyclemetry\app\src\tests\features\player\useTimelineClips.test.jsx", "JavaScript JSX", 0, 0, 0, 65, 0, 0, 0, 0, 0, 0, 0, 12, 77
"h:\tools\cyclemetry\app\src\tests\features\player\useTimelineGestures.test.jsx", "JavaScript JSX", 0, 0, 0, 92, 0, 0, 0, 0, 0, 0, 0, 19, 111
"h:\tools\cyclemetry\app\src\tests\features\player\useTimelineViewport.test.jsx", "JavaScript JSX", 0, 0, 0, 161, 0, 0, 0, 0, 0, 0, 0, 51, 212
"h:\tools\cyclemetry\app\src\tests\features\render-video\RenderVideoDialog.test.jsx", "JavaScript JSX", 0, 0, 0, 74, 0, 0, 0, 0, 0, 0, 0, 11, 85
"h:\tools\cyclemetry\app\src\tests\features\render-video\bitrateDefaults.test.js", "JavaScript", 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 70
"h:\tools\cyclemetry\app\src\tests\features\render-video\renderConfig.test.js", "JavaScript", 113, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 10, 129
"h:\tools\cyclemetry\app\src\tests\features\render-video\renderVideo.test.js", "JavaScript", 145, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 14, 166
"h:\tools\cyclemetry\app\src\tests\features\render-video\useRenderVideoDialogState.test.jsx", "JavaScript JSX", 0, 0, 0, 152, 0, 0, 0, 0, 0, 0, 7, 23, 182
"h:\tools\cyclemetry\app\src\tests\features\render-video\useRenderWorkflow.test.jsx", "JavaScript JSX", 0, 0, 0, 131, 0, 0, 0, 0, 0, 0, 0, 17, 148
"h:\tools\cyclemetry\app\src\tests\features\scene-settings\useSceneSettingsState.test.jsx", "JavaScript JSX", 0, 0, 0, 172, 0, 0, 0, 0, 0, 0, 7, 50, 229
"h:\tools\cyclemetry\app\src\tests\features\standard-metrics\standardMetricCatalog.test.js", "JavaScript", 323, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 360
"h:\tools\cyclemetry\app\src\tests\features\standard-widgets\standardWidgetsCatalog.test.js", "JavaScript", 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 76
"h:\tools\cyclemetry\app\src\tests\features\template-manager\templateSnapshot.test.js", "JavaScript", 197, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 224
"h:\tools\cyclemetry\app\src\tests\features\video-preview\resolveVideoPreviewSource.test.js", "JavaScript", 77, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 17, 100
"h:\tools\cyclemetry\app\src\tests\features\video-preview\useVideoPlaybackClock.test.jsx", "JavaScript JSX", 0, 0, 0, 65, 0, 0, 0, 0, 0, 0, 8, 15, 88
"h:\tools\cyclemetry\app\src\tests\features\video-preview\useVideoPreview.test.jsx", "JavaScript JSX", 0, 0, 0, 68, 0, 0, 0, 0, 0, 0, 7, 13, 88
"h:\tools\cyclemetry\app\src\tests\features\video-preview\useVideoPreviewWarnings.test.jsx", "JavaScript JSX", 0, 0, 0, 80, 0, 0, 0, 0, 0, 0, 7, 18, 105
"h:\tools\cyclemetry\app\src\tests\features\video-preview\videoPreviewPlayback.test.js", "JavaScript", 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 49
"h:\tools\cyclemetry\app\src\tests\features\widget-drawer\components\WidgetButtonGrid.test.jsx", "JavaScript JSX", 0, 0, 0, 72, 0, 0, 0, 0, 0, 0, 4, 17, 93
"h:\tools\cyclemetry\app\src\tests\features\widget-drawer\components\WidgetDrawer.test.jsx", "JavaScript JSX", 0, 0, 0, 94, 0, 0, 0, 0, 0, 0, 3, 33, 130
"h:\tools\cyclemetry\app\src\tests\features\widget-editor\BackdropWidgetEditor.test.jsx", "JavaScript JSX", 0, 0, 0, 217, 0, 0, 0, 0, 0, 0, 0, 28, 245
"h:\tools\cyclemetry\app\src\tests\features\widget-editor\BarFillStyleControls.test.jsx", "JavaScript JSX", 0, 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 7, 52
"h:\tools\cyclemetry\app\src\tests\features\widget-editor\HeadingTapeDisplaySection.test.jsx", "JavaScript JSX", 0, 0, 0, 148, 0, 0, 0, 0, 0, 0, 0, 29, 177
"h:\tools\cyclemetry\app\src\tests\features\widget-editor\MetricWidgetEditor.test.jsx", "JavaScript JSX", 0, 0, 0, 337, 0, 0, 0, 0, 0, 0, 0, 35, 372
"h:\tools\cyclemetry\app\src\tests\features\widget-editor\PlotMarkerVariants.test.jsx", "JavaScript JSX", 0, 0, 0, 63, 0, 0, 0, 0, 0, 0, 0, 11, 74
"h:\tools\cyclemetry\app\src\tests\features\widget-editor\SidebarWidgetsTab-dispatch.test.jsx", "JavaScript JSX", 0, 0, 0, 93, 0, 0, 0, 0, 0, 0, 9, 16, 118
"h:\tools\cyclemetry\app\src\tests\features\widget-editor\widgetDefaults.test.js", "JavaScript", 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 3, 18
"h:\tools\cyclemetry\app\src\tests\features\widget-editor\widgetEditorSections-api.test.jsx", "JavaScript JSX", 0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 6, 17, 80
"h:\tools\cyclemetry\app\src\tests\features\widget-preview\ArcGaugeRenderer.test.jsx", "JavaScript JSX", 0, 0, 0, 193, 0, 0, 0, 0, 0, 0, 0, 34, 227
"h:\tools\cyclemetry\app\src\tests\features\widget-preview\BackdropRenderer.test.jsx", "JavaScript JSX", 0, 0, 0, 136, 0, 0, 0, 0, 0, 0, 0, 12, 148
"h:\tools\cyclemetry\app\src\tests\features\widget-preview\ElevationRenderer.test.jsx", "JavaScript JSX", 0, 0, 0, 91, 0, 0, 0, 0, 0, 0, 1, 11, 103
"h:\tools\cyclemetry\app\src\tests\features\widget-preview\HeadingRenderer.test.jsx", "JavaScript JSX", 0, 0, 0, 192, 0, 0, 0, 0, 0, 0, 1, 30, 223
"h:\tools\cyclemetry\app\src\tests\features\widget-preview\LinearGaugeRenderer.test.jsx", "JavaScript JSX", 0, 0, 0, 129, 0, 0, 0, 0, 0, 0, 0, 22, 151
"h:\tools\cyclemetry\app\src\tests\features\widget-preview\TextRenderer.test.jsx", "JavaScript JSX", 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 6, 42
"h:\tools\cyclemetry\app\src\tests\features\widget-preview\WidgetPreview-dispatch.test.jsx", "JavaScript JSX", 0, 0, 0, 134, 0, 0, 0, 0, 0, 0, 10, 16, 160
"h:\tools\cyclemetry\app\src\tests\features\widget-preview\arcGaugeInnerLayout.test.js", "JavaScript", 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 38
"h:\tools\cyclemetry\app\src\tests\features\widget-preview\arcGaugeLayout.test.js", "JavaScript", 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 48
"h:\tools\cyclemetry\app\src\tests\features\widget-preview\arcTrackPath.test.js", "JavaScript", 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 86
"h:\tools\cyclemetry\app\src\tests\features\widget-preview\formatUtils.test.js", "JavaScript", 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 39
"h:\tools\cyclemetry\app\src\tests\features\widget-preview\gaugeBarGeometry.test.js", "JavaScript", 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 103
"h:\tools\cyclemetry\app\src\tests\features\widget-preview\headingGeometry.test.js", "JavaScript", 227, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 32, 260
"h:\tools\cyclemetry\app\src\tests\features\widget-preview\linearGaugeGeometry.test.js", "JavaScript", 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 82
"h:\tools\cyclemetry\app\src\tests\features\widget-preview\metricWidgetPreviewModel.test.js", "JavaScript", 310, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 342
"h:\tools\cyclemetry\app\src\tests\features\widget-preview\plotPreviewStyle.test.jsx", "JavaScript JSX", 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 9, 69
"h:\tools\cyclemetry\app\src\tests\features\widget-preview\svgPreviewUtils.test.js", "JavaScript", 142, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 164
"h:\tools\cyclemetry\app\src\tests\features\widget-preview\useElevationPreviewGeometry.test.js", "JavaScript", 239, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 269
"h:\tools\cyclemetry\app\src\tests\features\widget-preview\useRoutePreviewGeometry.test.js", "JavaScript", 174, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 23, 204
"h:\tools\cyclemetry\app\src\tests\features\widget-preview\wave1Formatting.test.js", "JavaScript", 437, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 49, 487
"h:\tools\cyclemetry\app\src\tests\lib\activity\igc-parser.test.js", "JavaScript", 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 14, 78
"h:\tools\cyclemetry\app\src\tests\lib\activity\srt-parser.test.js", "JavaScript", 132, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 144
"h:\tools\cyclemetry\app\src\tests\lib\backend.extract-video-telemetry.test.js", "JavaScript", 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 38
