"filename", "language", "JavaScript", "Rust", "YAML", "JavaScript JSX", "JSON", "Ignore", "PostCSS", "Diff", "XML", "HTML", "comment", "blank", "total"
"h:\tools\cyclemetry\app\src\tests\lib\backend.test.js", "JavaScript", 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 34
"h:\tools\cyclemetry\app\src\tests\lib\cached-promise.test.js", "JavaScript", 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 78
"h:\tools\cyclemetry\app\src\tests\lib\display-type-behavior.test.js", "JavaScript", 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 29
"h:\tools\cyclemetry\app\src\tests\lib\import-activity-boundary.test.js", "JavaScript", 118, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 138
"h:\tools\cyclemetry\app\src\tests\lib\previewPerf.test.js", "JavaScript", 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 11, 69
"h:\tools\cyclemetry\app\src\tests\lib\previewTiming.test.js", "JavaScript", 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 32
"h:\tools\cyclemetry\app\src\tests\lib\tauri-runtime.test.js", "JavaScript", 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 27
"h:\tools\cyclemetry\app\src\tests\lib\templateState.test.js", "JavaScript", 424, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 76, 528
"h:\tools\cyclemetry\app\src\tests\lib\widget-config.test.js", "JavaScript", 237, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 51, 304
"h:\tools\cyclemetry\app\src\tests\lib\widget-resolver.test.js", "JavaScript", 385, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 66, 458
"h:\tools\cyclemetry\app\src\tests\store\configSynchronization.test.js", "JavaScript", 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 30, 137
"h:\tools\cyclemetry\app\src\tests\store\editor-slice-transient.test.js", "JavaScript", 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 28
"h:\tools\cyclemetry\app\src\tests\store\slices\createEditorSlice.selection.test.js", "JavaScript", 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 22, 94
"h:\tools\cyclemetry\app\src\tests\store\slices\createLayoutSlice.test.js", "JavaScript", 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 18, 61
"h:\tools\cyclemetry\app\src\tests\store\slices\createMediaSlice.mp4-activity.test.js", "JavaScript", 242, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 73, 315
"h:\tools\cyclemetry\app\src\tests\store\slices\createMediaSlice.mp4-lifecycle.test.js", "JavaScript", 98, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 129
"h:\tools\cyclemetry\app\src\tests\store\slices\createTemplateSlice.test.js", "JavaScript", 158, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 44, 216
"h:\tools\cyclemetry\app\src\tests\store\store-utils.test.js", "JavaScript", 116, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 25, 147
"h:\tools\cyclemetry\app\src\tests\store\useStore.node.test.js", "JavaScript", 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 6, 28
"h:\tools\cyclemetry\app\src\tests\store\useStore.test.js", "JavaScript", 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 16, 50
"h:\tools\cyclemetry\app\src\tests\store\useStore.window-leak.test.js", "JavaScript", 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 21
"h:\tools\cyclemetry\app\vite.config.js", "JavaScript", 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 12, 111
"h:\tools\cyclemetry\app\vitest.config.js", "JavaScript", 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 26
"h:\tools\cyclemetry\assets\widget-icons\display-type-arc.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 1, 5
"h:\tools\cyclemetry\assets\widget-icons\display-type-circle.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 4
"h:\tools\cyclemetry\assets\widget-icons\display-type-corner.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 1, 5
"h:\tools\cyclemetry\assets\widget-icons\display-type-heading-tape.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 1, 7
"h:\tools\cyclemetry\assets\widget-icons\display-type-linear.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 1, 5
"h:\tools\cyclemetry\assets\widget-icons\display-type-rectangle.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 4
"h:\tools\cyclemetry\assets\widget-icons\display-type-text.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 1, 6
"h:\tools\cyclemetry\assets\widget-icons\widget-air-pressure.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 2
"h:\tools\cyclemetry\assets\widget-icons\widget-altitude.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 1, 5
"h:\tools\cyclemetry\assets\widget-icons\widget-aperture.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 1, 10
"h:\tools\cyclemetry\assets\widget-icons\widget-brake-position.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 1, 6
"h:\tools\cyclemetry\assets\widget-icons\widget-cadence.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 54, 0, 0, 1, 55
"h:\tools\cyclemetry\assets\widget-icons\widget-color-temperature.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 1, 11
"h:\tools\cyclemetry\assets\widget-icons\widget-core-temperature.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 4, 1, 11
"h:\tools\cyclemetry\assets\widget-icons\widget-distance.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 1, 8
"h:\tools\cyclemetry\assets\widget-icons\widget-ev.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 1, 6
"h:\tools\cyclemetry\assets\widget-icons\widget-focal-length.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 1, 7
"h:\tools\cyclemetry\assets\widget-icons\widget-g-force.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 1, 10
"h:\tools\cyclemetry\assets\widget-icons\widget-gear-position.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 1, 12
"h:\tools\cyclemetry\assets\widget-icons\widget-ground-contact-time.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 1, 8
"h:\tools\cyclemetry\assets\widget-icons\widget-heading.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 1, 5
"h:\tools\cyclemetry\assets\widget-icons\widget-heartrate.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 4
"h:\tools\cyclemetry\assets\widget-icons\widget-iso.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 1, 7
"h:\tools\cyclemetry\assets\widget-icons\widget-lean-angle.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 1, 7
"h:\tools\cyclemetry\assets\widget-icons\widget-left-right-balance.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 2
"h:\tools\cyclemetry\assets\widget-icons\widget-pace.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 2
"h:\tools\cyclemetry\assets\widget-icons\widget-power.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 4
"h:\tools\cyclemetry\assets\widget-icons\widget-rpm.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 1, 6
"h:\tools\cyclemetry\assets\widget-icons\widget-shutter-speed.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 1, 6
"h:\tools\cyclemetry\assets\widget-icons\widget-speed.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 1, 5
"h:\tools\cyclemetry\assets\widget-icons\widget-stride-length.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 2
"h:\tools\cyclemetry\assets\widget-icons\widget-stroke-rate.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 2
"h:\tools\cyclemetry\assets\widget-icons\widget-temperature.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 4
"h:\tools\cyclemetry\assets\widget-icons\widget-throttle-position.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 1, 9
"h:\tools\cyclemetry\assets\widget-icons\widget-time.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 1, 5
"h:\tools\cyclemetry\assets\widget-icons\widget-torque.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 1, 6
"h:\tools\cyclemetry\assets\widget-icons\widget-vertical-oscillation.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 1, 17
"h:\tools\cyclemetry\assets\widget-icons\widget-vertical-ratio.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 2
"h:\tools\cyclemetry\assets\widget-icons\widget-vertical-speed.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 2
"h:\tools\cyclemetry\pnpm-workspace.yaml", "YAML", 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3
"h:\tools\cyclemetry\scripts\install-ffmpeg.mjs", "JavaScript", 371, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 56, 428
"h:\tools\cyclemetry\scripts\package-portable.mjs", "JavaScript", 412, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 61, 475
"h:\tools\cyclemetry\scripts\tauri.mjs", "JavaScript", 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 55
"h:\tools\cyclemetry\src-tauri\build.rs", "Rust", 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 8, 2, 16
"h:\tools\cyclemetry\src-tauri\icons\android\mipmap-anydpi-v26\ic_launcher.xml", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 5
"h:\tools\cyclemetry\src-tauri\icons\android\values\ic_launcher_background.xml", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 4
"h:\tools\cyclemetry\src-tauri\icons\icon.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 135, 0, 1, 2, 138
"h:\tools\cyclemetry\src-tauri\icons\logo.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 142, 0, 1, 2, 145
"h:\tools\cyclemetry\src-tauri\ovrley_core\build.rs", "Rust", 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 19, 8, 75
"h:\tools\cyclemetry\src-tauri\ovrley_core\patches\telemetry-parser-dji-camera-metadata.patch", "Diff", 0, 0, 0, 0, 0, 0, 0, 73, 0, 0, 0, 3, 76
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\activity\csv\columns.rs", "Rust", 0, 350, 0, 0, 0, 0, 0, 0, 0, 0, 30, 17, 397
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\activity\csv\data.rs", "Rust", 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 17, 9, 87
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\activity\csv\headers.rs", "Rust", 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 6, 2, 12
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\activity\csv\metrics.rs", "Rust", 0, 167, 0, 0, 0, 0, 0, 0, 0, 0, 42, 15, 224
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\activity\csv\mod.rs", "Rust", 0, 136, 0, 0, 0, 0, 0, 0, 0, 0, 50, 15, 201
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\activity\csv\parser.rs", "Rust", 0, 358, 0, 0, 0, 0, 0, 0, 0, 0, 46, 11, 415
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\activity\csv\timing.rs", "Rust", 0, 171, 0, 0, 0, 0, 0, 0, 0, 0, 45, 18, 234
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\activity\csv\types.rs", "Rust", 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 39, 9, 102
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\activity\csv\units.rs", "Rust", 0, 152, 0, 0, 0, 0, 0, 0, 0, 0, 54, 14, 220
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\activity\finalize.rs", "Rust", 0, 676, 0, 0, 0, 0, 0, 0, 0, 0, 69, 43, 788
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\activity\finalize\gap.rs", "Rust", 0, 372, 0, 0, 0, 0, 0, 0, 0, 0, 80, 37, 489
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\activity\finalize\metrics.rs", "Rust", 0, 479, 0, 0, 0, 0, 0, 0, 0, 0, 68, 47, 594
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\activity\finalize\smoothing.rs", "Rust", 0, 83, 0, 0, 0, 0, 0, 0, 0, 0, 12, 19, 114
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\activity\interpolate.rs", "Rust", 0, 460, 0, 0, 0, 0, 0, 0, 0, 0, 59, 19, 538
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\activity\mod.rs", "Rust", 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 18, 6, 64
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\activity\schema.rs", "Rust", 0, 380, 0, 0, 0, 0, 0, 0, 0, 0, 264, 19, 663
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\activity\trim.rs", "Rust", 0, 573, 0, 0, 0, 0, 0, 0, 0, 0, 52, 15, 640
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\activity\vbo\channels.rs", "Rust", 0, 541, 0, 0, 0, 0, 0, 0, 0, 0, 86, 29, 656
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\activity\vbo\mod.rs", "Rust", 0, 451, 0, 0, 0, 0, 0, 0, 0, 0, 55, 39, 545
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\benchmark_common.rs", "Rust", 0, 75, 0, 0, 0, 0, 0, 0, 0, 0, 63, 23, 161
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\bin\benchmark_composite.rs", "Rust", 0, 414, 0, 0, 0, 0, 0, 0, 0, 0, 43, 57, 514
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\bin\benchmark_transparent.rs", "Rust", 0, 324, 0, 0, 0, 0, 0, 0, 0, 0, 40, 52, 416
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\bin\benchmark_widget_rate.rs", "Rust", 0, 441, 0, 0, 0, 0, 0, 0, 0, 0, 43, 63, 547
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\bin\render_preview.rs", "Rust", 0, 191, 0, 0, 0, 0, 0, 0, 0, 0, 41, 20, 252
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\bin\render_video.rs", "Rust", 0, 78, 0, 0, 0, 0, 0, 0, 0, 0, 32, 9, 119
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\bin\validate_activity.rs", "Rust", 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 16, 7, 51
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\bin_common.rs", "Rust", 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 23, 10, 85
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\commands\elevation_geometry.rs", "Rust", 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 24, 10, 91
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\commands\mod.rs", "Rust", 0, 557, 0, 0, 0, 0, 0, 0, 0, 0, 89, 65, 711
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\commands\route_geometry.rs", "Rust", 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 22, 10, 86
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\encode\codec_catalog.rs", "Rust", 0, 440, 0, 0, 0, 0, 0, 0, 0, 0, 33, 30, 503
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\encode\codec_detect.rs", "Rust", 0, 521, 0, 0, 0, 0, 0, 0, 0, 0, 106, 34, 661
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\encode\ffmpeg.rs", "Rust", 0, 105, 0, 0, 0, 0, 0, 0, 0, 0, 19, 21, 145
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\encode\ffmpeg_composite.rs", "Rust", 0, 631, 0, 0, 0, 0, 0, 0, 0, 0, 123, 48, 802
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\encode\ffmpeg_composite_profiles.rs", "Rust", 0, 268, 0, 0, 0, 0, 0, 0, 0, 0, 18, 17, 303
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\encode\ffmpeg_settings.rs", "Rust", 0, 104, 0, 0, 0, 0, 0, 0, 0, 0, 30, 10, 144
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\encode\ffmpeg_transparent_profiles.rs", "Rust", 0, 97, 0, 0, 0, 0, 0, 0, 0, 0, 13, 10, 120
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\encode\fps.rs", "Rust", 0, 109, 0, 0, 0, 0, 0, 0, 0, 0, 34, 15, 158
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\encode\mod.rs", "Rust", 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 34, 2, 55
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\encode\pipeline_shared.rs", "Rust", 0, 381, 0, 0, 0, 0, 0, 0, 0, 0, 57, 37, 475
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\encode\progress.rs", "Rust", 0, 190, 0, 0, 0, 0, 0, 0, 0, 0, 113, 22, 325
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\encode\video.rs", "Rust", 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 15, 6, 73
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\encode\video_composite_debug.rs", "Rust", 0, 219, 0, 0, 0, 0, 0, 0, 0, 0, 36, 17, 272
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\encode\video_composite_pipeline.rs", "Rust", 0, 731, 0, 0, 0, 0, 0, 0, 0, 0, 100, 48, 879
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\encode\video_composite_support.rs", "Rust", 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 24, 8, 94
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\encode\video_debug.rs", "Rust", 0, 256, 0, 0, 0, 0, 0, 0, 0, 0, 26, 18, 300
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\encode\video_frame_parallel.rs", "Rust", 0, 618, 0, 0, 0, 0, 0, 0, 0, 0, 13, 46, 677
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\encode\video_pipeline.rs", "Rust", 0, 404, 0, 0, 0, 0, 0, 0, 0, 0, 131, 24, 559
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\error.rs", "Rust", 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 23, 12, 66
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\interpolation.rs", "Rust", 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 21, 4, 68
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\lib.rs", "Rust", 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 25, 3, 46
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\media\dji_ac004\mod.rs", "Rust", 0, 112, 0, 0, 0, 0, 0, 0, 0, 0, 37, 21, 170
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\media\dji_ac004\parser.rs", "Rust", 0, 121, 0, 0, 0, 0, 0, 0, 0, 0, 22, 20, 163
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\media\dji_ac004\protobuf.rs", "Rust", 0, 121, 0, 0, 0, 0, 0, 0, 0, 0, 32, 17, 170
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\media\mod.rs", "Rust", 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 11, 3, 22
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\media\mp4_telemetry\activity.rs", "Rust", 0, 242, 0, 0, 0, 0, 0, 0, 0, 0, 14, 17, 273
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\media\mp4_telemetry\extraction.rs", "Rust", 0, 364, 0, 0, 0, 0, 0, 0, 0, 0, 41, 40, 445
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\media\mp4_telemetry\mod.rs", "Rust", 0, 360, 0, 0, 0, 0, 0, 0, 0, 0, 83, 51, 494
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\media\mp4_telemetry\smoothing.rs", "Rust", 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 20, 6, 61
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\media\mp4_telemetry\tags.rs", "Rust", 0, 84, 0, 0, 0, 0, 0, 0, 0, 0, 32, 13, 129
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\media\mp4_telemetry\vendor.rs", "Rust", 0, 180, 0, 0, 0, 0, 0, 0, 0, 0, 27, 18, 225
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\media\native_sample.rs", "Rust", 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 21, 7, 77
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\media\source_video_metadata.rs", "Rust", 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 12, 4, 45
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\media\telemetry_math.rs", "Rust", 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 35, 8, 83
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\media\time.rs", "Rust", 0, 90, 0, 0, 0, 0, 0, 0, 0, 0, 16, 20, 126
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\media\video_probe.rs", "Rust", 0, 211, 0, 0, 0, 0, 0, 0, 0, 0, 61, 29, 301
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\normalize\arc_gauge.rs", "Rust", 0, 260, 0, 0, 0, 0, 0, 0, 0, 0, 13, 23, 296
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\normalize\backdrop.rs", "Rust", 0, 164, 0, 0, 0, 0, 0, 0, 0, 0, 6, 15, 185
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\normalize\bar_geometry.rs", "Rust", 0, 142, 0, 0, 0, 0, 0, 0, 0, 0, 1, 18, 161
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\normalize\elevation.rs", "Rust", 0, 287, 0, 0, 0, 0, 0, 0, 0, 0, 7, 28, 322
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\normalize\gradient.rs", "Rust", 0, 320, 0, 0, 0, 0, 0, 0, 0, 0, 24, 47, 391
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\normalize\heading.rs", "Rust", 0, 487, 0, 0, 0, 0, 0, 0, 0, 0, 13, 43, 543
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\normalize\helpers.rs", "Rust", 0, 151, 0, 0, 0, 0, 0, 0, 0, 0, 21, 23, 195
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\normalize\label.rs", "Rust", 0, 187, 0, 0, 0, 0, 0, 0, 0, 0, 29, 34, 250
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\normalize\linear_gauge.rs", "Rust", 0, 185, 0, 0, 0, 0, 0, 0, 0, 0, 12, 14, 211
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\normalize\mod.rs", "Rust", 0, 228, 0, 0, 0, 0, 0, 0, 0, 0, 19, 23, 270
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\normalize\raw\mod.rs", "Rust", 0, 777, 0, 0, 0, 0, 0, 0, 0, 0, 51, 49, 877
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\normalize\route.rs", "Rust", 0, 203, 0, 0, 0, 0, 0, 0, 0, 0, 6, 23, 232
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\normalize\scene.rs", "Rust", 0, 217, 0, 0, 0, 0, 0, 0, 0, 0, 17, 23, 257
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\normalize\time.rs", "Rust", 0, 167, 0, 0, 0, 0, 0, 0, 0, 0, 8, 18, 193
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\normalize\value.rs", "Rust", 0, 540, 0, 0, 0, 0, 0, 0, 0, 0, 37, 61, 638
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\paths.rs", "Rust", 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 27, 11, 118
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\rdp.rs", "Rust", 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 32, 12, 101
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\render\format.rs", "Rust", 0, 655, 0, 0, 0, 0, 0, 0, 0, 0, 44, 32, 731
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\render\mod.rs", "Rust", 0, 511, 0, 0, 0, 0, 0, 0, 0, 0, 71, 34, 616
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\render\static_layer.rs", "Rust", 0, 173, 0, 0, 0, 0, 0, 0, 0, 0, 24, 15, 212
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\render\surface.rs", "Rust", 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 24, 6, 69
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\render\text.rs", "Rust", 0, 360, 0, 0, 0, 0, 0, 0, 0, 0, 58, 42, 460
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\render\widgets\backdrop.rs", "Rust", 0, 134, 0, 0, 0, 0, 0, 0, 0, 0, 1, 20, 155
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\render\widgets\common.rs", "Rust", 0, 350, 0, 0, 0, 0, 0, 0, 0, 0, 40, 35, 425
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\render\widgets\elevation\draw.rs", "Rust", 0, 181, 0, 0, 0, 0, 0, 0, 0, 0, 19, 8, 208
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\render\widgets\elevation\frame_state.rs", "Rust", 0, 197, 0, 0, 0, 0, 0, 0, 0, 0, 22, 22, 241
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\render\widgets\elevation\mod.rs", "Rust", 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 13, 3, 30
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\render\widgets\elevation\normalize.rs", "Rust", 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 4, 3, 61
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\render\widgets\elevation\prepare.rs", "Rust", 0, 231, 0, 0, 0, 0, 0, 0, 0, 0, 21, 15, 267
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\render\widgets\elevation\reduction.rs", "Rust", 0, 230, 0, 0, 0, 0, 0, 0, 0, 0, 35, 27, 292
